county,name,rep_votes,dem_votes,lib_votes,ind_votes,win_code
SALINE,169 Salina Precinct 17,119,122,24,0,24
SALINE,169 Salina Precinct 18,138,137,28,0,14
SALINE,169 Salina Precinct 19,235,188,30,0,15
SALINE,169 Salina Precinct 20 Part A,516,493,31,0,14
SALINE,169 Salina Precinct 21 Part A,422,362,33,0,15
SALINE,169 Salina Precinct 22 Part A,366,297,28,0,15
SALINE,169 Salina Precinct 22 Part A Exclave,0,0,0,0,0
SALINE,169 Salina Precinct 23,428,431,43,0,24
SALINE,169 Salina Precinct 24,141,149,21,0,24
SALINE,169 Salina Precinct 25,101,98,15,0,14
SALINE,169 Salina Precinct 26,118,159,26,0,25
SALINE,169 Salina Precinct 27,197,186,21,0,14
SALINE,169 Salina Precinct 28,140,113,23,0,15
SALINE,169 Salina Precinct 29,208,211,23,0,24
SALINE,169 Salina Precinct 30,183,186,20,0,24
SALINE,169 Salina Precinct 31 Part A,468,420,68,0,14
SALINE,169 Salina Precinct 32,130,111,18,0,15
SALINE,169 Salina Precinct 33,258,245,24,0,14
SALINE,169 Salina Precinct 33 Exclave,0,0,0,0,0
SALINE,169 Salina Precinct 34,401,380,55,0,14
SALINE,169 Salina Precinct 35,249,226,48,0,14
SALINE,169 Salina Precinct 35 Exclave,0,0,0,0,0
SALINE,169 Smokey Hill Township Part B,62,38,5,0,15
SALINE,169 Smokey Hill Township Part B Enclave 1,0,0,0,0,0
SALINE,169 Smokey Hill Township Part B Exclave 1,0,0,0,0,0
SALINE,169 Smoky View Township,174,127,28,0,15
SALINE,169 Smolan Township,172,112,16,0,15
SALINE,169 Solomon Township,125,62,2,0,16
SALINE,169 Spring Creek Township,100,42,16,0,16
SALINE,169 Walnut Township,136,94,14,0,15
SALINE,169 Washington Township,45,20,5,0,16
SCOTT,171 Beaver Township,64,14,2,0,18
SCOTT,171 Isbel Township,31,9,2,0,17
SCOTT,171 Keystone Township,34,2,0,0,19
SCOTT,171 Lake Township,24,1,0,0,19
SCOTT,171 Michigan Township,25,4,3,0,17
SCOTT,171 Scott City Ward 1,148,54,19,0,16
SCOTT,171 Scott City Ward 2,335,92,10,0,17
SCOTT,171 Scott City Ward 3,211,80,11,0,16
SCOTT,171 Scott City Ward 4,249,97,18,0,16
SCOTT,171 Scott Township,81,21,6,0,17
SCOTT,171 Valley Township,69,11,1,0,18
SEWARD,175 Fargo Township 1,30,7,2,0,17
SEWARD,175 Fargo Township 2,97,34,8,0,16
SEWARD,175 Fargo Township 3,15,3,0,0,18
SEWARD,175 Fargo Township 4,42,27,2,0,15
SEWARD,175 Liberal Township 1,45,12,0,0,17
SEWARD,175 Liberal Township 1 Exclave,0,0,0,0,0
SEWARD,175 Liberal Township 2,23,9,0,0,17
SEWARD,175 Liberal Township 3,46,7,2,0,18
SEWARD,175 Liberal Township 4,25,8,2,0,17
SEWARD,175 Liberal Township 4 Exclave,0,0,0,0,0
SEWARD,175 Liberal Township 5,23,3,1,0,18
SEWARD,175 Liberal Ward 1 Precinct 1,135,52,17,0,16
SEWARD,175 Liberal Ward 1 Precinct 2,179,74,21,0,16
SEWARD,175 Liberal Ward 1 Precinct 3,153,105,9,0,15
SEWARD,175 Liberal Ward 2,213,89,15,0,16
SEWARD,175 Liberal Ward 3,88,52,7,0,15
SEWARD,175 Liberal Ward 4,140,65,12,0,16
SEWARD,175 Liberal Ward 5,128,56,6,0,16
SEWARD,175 Liberal Ward 6 Precinct 1,483,196,30,0,16
SEWARD,175 Liberal Ward 6 Precinct 2,302,115,11,0,17
SEWARD,175 Seward Township 1,20,5,0,0,18
SEWARD,175 Seward Township 2,24,3,0,0,18
SEWARD,175 Seward Township 3,14,3,0,0,18
SHERIDAN,179 Adell Township,6,5,0,0,15
SHERIDAN,179 Bloomfield Township,16,5,0,0,17
SHERIDAN,179 Bow Creek Township,15,6,0,0,17
SHERIDAN,179 East Kenneth,215,81,6,0,17
SHERIDAN,179 East Saline,25,3,1,0,18
SHERIDAN,179 Logan Township,30,4,0,0,18
SHERIDAN,179 Parnell Township,35,10,1,0,17
SHERIDAN,179 Prairie Dog Township,13,5,2,0,16
SHERIDAN,179 Sheridan Township,72,24,4,0,17
SHERIDAN,179 Solomon Township,66,14,1,0,18
SHERIDAN,179 Springbrook Township,30,6,2,0,17
SHERIDAN,179 Union Township,15,2,1,0,18
SHERIDAN,179 Valley Township,32,11,1,0,17
SHERIDAN,179 West Kenneth,182,74,13,0,16
SHERIDAN,179 West Saline,24,4,0,0,18
SHERMAN,181 Goodland Ward 1,294,120,19,0,16
SHERMAN,181 Goodland Ward 2,141,56,12,0,16
SHERMAN,181 Goodland Ward 3,164,63,11,0,16
SHERMAN,181 Goodland Ward 4,269,119,21,0,16
SHERMAN,181 Grant Township,23,7,2,0,17
SHERMAN,181 Iowa Township,13,0,0,0,19
SHERMAN,181 Itasca Township,98,31,4,0,17
SHERMAN,181 Kanorado City,24,9,2,0,16
SHERMAN,181 Lincoln Township,27,10,0,0,17
SHERMAN,181 Llanos Township,18,3,1,0,18
SHERMAN,181 Logan Township,87,19,1,0,18
SHERMAN,181 Logan Township Enclave (B),0,0,0,0,0
SHERMAN,181 McPherson Township,23,1,0,0,19
SHERMAN,181 Shermanville Township,11,0,0,0,19
SHERMAN,181 Smoky Township,23,4,2,0,17
SHERMAN,181 State Line Township,32,7,0,0,18
SHERMAN,181 Union Township,27,2,0,0,19
SHERMAN,181 Voltaire Township,150,23,4,0,18
SHERMAN,181 Washington Township,29,5,1,0,18
SMITH,183 Banner Township,21,5,2,0,17
SMITH,183 Beaver Township,24,3,0,0,18
SMITH,183 Blaine Township,21,5,0,0,18
SMITH,183 Cedar Township,130,77,14,0,15
SMITH,183 Center 1,152,93,9,0,15
SMITH,183 Center 2,175,112,15,0,15
SMITH,183 Center 3,136,55,13,0,16
SMITH,183 Center 4,37,15,5,0,16
SMITH,183 Cora Township,11,3,0,0,17
SMITH,183 Crystal Plains Township,10,2,1,0,17
SMITH,183 Dor Township,17,4,1,0,17
SMITH,183 Garfield Township,11,1,0,0,19
SMITH,183 German Township,5,2,0,0,17
SMITH,183 Harlan Township,31,6,1,0,18
SMITH,183 Harvey Township,46,8,4,0,17
SMITH,183 Houston Township,36,25,1,0,15
SMITH,183 Lane Township,27,21,3,0,15
SMITH,183 Lincoln Township,28,9,1,0,17
SMITH,183 Logan Township,11,7,0,0,16
SMITH,183 Martin Township,4,3,0,0,15
SMITH,183 Oak 1,87,26,10,0,17
SMITH,183 Pawnee Township,17,3,0,0,18
SMITH,183 Pleasant Township,11,6,1,0,16
SMITH,183 Swan Township,11,7,0,0,16
SMITH,183 Valley Township,18,5,2,0,17
SMITH,183 Washington Township,17,1,1,0,18
SMITH,183 Webster Township,22,1,0,0,19
SMITH,183 White Rock Township,19,4,0,0,18
STAFFORD,185 Albano Township,15,4,0,0,17
STAFFORD,185 Byron Township,28,3,0,0,19
STAFFORD,185 Clear Creek Township,14,4,0,0,17
STAFFORD,185 Cleveland Township,20,5,2,0,17
STAFFORD,185 Douglas Township,28,14,2,0,16
STAFFORD,185 East Cooper Township,18,1,0,0,19
STAFFORD,185 East St. John,106,81,4,0,15
STAFFORD,185 Fairview Township,16,20,1,0,25
STAFFORD,185 Farmington Township,97,48,3,0,16
STAFFORD,185 Hayes Township,50,26,2,0,16
STAFFORD,185 Lincoln Township,38,7,1,0,18
STAFFORD,185 North Seward Township,48,15,3,0,17
STAFFORD,185 North Stafford,114,90,13,0,15
STAFFORD,185 Ohio Township,28,11,1,0,17
STAFFORD,185 Putnam Township,8,2,0,0,18
STAFFORD,185 Richland Township,14,5,2,0,16
STAFFORD,185 Rose Valley Township,11,13,0,0,25
STAFFORD,185 South Seward Township,15,0,2,0,18
STAFFORD,185 South Stafford,87,76,8,0,15
STAFFORD,185 South St. John,68,27,6,0,16
STAFFORD,185 Union Township,7,6,0,0,15
STAFFORD,185 West Cooper Township,23,4,2,0,17
STAFFORD,185 West St. John,86,49,9,0,15
STAFFORD,185 York Township,11,2,0,0,18
STANTON,187 Big Bow,85,16,6,0,17
STANTON,187 Manter,70,26,2,0,17
STANTON,187 Stanton,366,119,19,0,17
STEVENS,189 Banner Township,45,11,0,0,18
STEVENS,189 Center Precinct 1,13,5,2,0,16
STEVENS,189 Center Precinct 2,72,36,6,0,16
STEVENS,189 Harmony Township,26,1,1,0,19
STEVENS,189 Hugoton Ward 03 Precinct 02,25,15,1,0,16
STEVENS,189 Hugoton Ward 04 Precinct 02,123,61,6,0,16
STEVENS,189 Hugoton Ward 05 Precinct 02,7,2,0,0,17
STEVENS,189 Hugoton Ward 1 Precinct 1,83,51,8,0,15
STEVENS,189 Hugoton Ward 1 Precinct 2,128,47,6,0,17
STEVENS,189 Hugoton Ward 2 Precinct 1,21,6,4,0,16
STEVENS,189 Hugoton Ward 2 Precinct 2,206,119,6,0,16
STEVENS,189 Moscow Township,119,43,9,0,16
STEVENS,189 Voorhees Township,48,9,1,0,18
STEVENS,189 West Center Township,30,13,4,0,16
SUMNER,191 Avon Township,69,47,7,0,15
SUMNER,191 Belle Plaine Township H79,485,398,65,0,15
SUMNER,191 Belle Plaine Township H82,3,2,0,0,16
SUMNER,191 Bluff Township,12,8,0,0,16
SUMNER,191 Caldwell City Ward 1,33,92,5,0,27
SUMNER,191 Caldwell City Ward 2,95,122,18,0,25
SUMNER,191 Caldwell Township,23,25,4,0,24
SUMNER,191 Chikaskia Township,18,5,1,0,17
SUMNER,191 Conway Township,203,139,18,0,15
SUMNER,191 Creek Township,49,15,1,0,17
SUMNER,191 Dixon Township,141,59,8,0,16
SUMNER,191 Downs Township,36,13,1,0,17
SUMNER,191 Eden Township,82,40,7,0,16
SUMNER,191 Falls Township,20,24,3,0,25
SUMNER,191 Gore Township Enclave,0,0,0,0,0
SUMNER,191 Gore Township H79,164,89,15,0,16
SUMNER,191 Gore Township H82,42,33,7,0,15
SUMNER,191 Greene Township,18,6,3,0,16
SUMNER,191 Guelph Township,34,17,4,0,16
SUMNER,191 Harmon Township,68,29,6,0,16
SUMNER,191 Illinois Township,55,13,4,0,17
SUMNER,191 Jackson Township,27,26,5,0,14
SUMNER,191 London Township,172,72,12,0,16
SUMNER,191 Morris Township,4,5,0,0,25
SUMNER,191 Mulvane City,115,93,10,0,15
SUMNER,191 Mulvane City Exclave A,0,0,0,0,0
SUMNER,191 Mulvane City Exclave B,0,4,0,0,29
SUMNER,191 Osborne Township,49,37,4,0,15
SUMNER,191 Oxford Township,249,189,28,0,15
SUMNER,191 Palestine Township,51,35,1,0,15
SUMNER,191 Ryan Township,31,23,1,0,15
SUMNER,191 Seventy - Six Township H116,74,16,5,0,17
SUMNER,191 Seventy - Six Township H80,0,0,0,0,0
SUMNER,191 South Haven Township,112,69,18,0,15
SUMNER,191 Springdale Township,128,75,9,0,16
SUMNER,191 Sumner Township,32,18,0,0,16
SUMNER,191 Valverde Township,44,11,2,0,17
SUMNER,191 Walton Precinct,69,47,3,0,15
SUMNER,191 Wellington City Airport,0,0,0,0,0
SUMNER,191 Wellington City Precinct 1,307,434,37,0,25
SUMNER,191 Wellington City Precinct 2,626,765,70,0,25
SUMNER,191 Wellington Lake Exclave,0,0,0,0,0
SUMNER,191 Wellington Township H116,49,29,5,0,15
SUMNER,191 Wellington Township H80,25,22,3,0,15
SUMNER,191 Wellington Township H80 A,0,0,0,0,0
THOMAS,193 Barrett Township,33,11,4,0,16
THOMAS,193 Colby Ward 1,192,129,15,0,15
THOMAS,193 Colby Ward 2,222,143,18,0,15
THOMAS,193 Colby Ward 2 Exclave,0,0,0,0,0
THOMAS,193 Colby Ward 3,288,174,25,0,15
THOMAS,193 Colby Ward 3 Exclave,0,0,0,0,0
THOMAS,193 Colby Ward 4,267,159,26,0,15
THOMAS,193 Colby Ward 4 Exclave,0,0,0,0,0
THOMAS,193 East Hale Township,45,8,2,0,18
THOMAS,193 East Morgan Township,67,39,3,0,16
THOMAS,193 East Morgan Township Enclave 2,0,0,0,0,0
THOMAS,193 East Morgan Township Enclave Voting District,0,0,0,0,0
THOMAS,193 Kingery Township,31,7,2,0,17
THOMAS,193 Lacey Township,37,13,2,0,17
THOMAS,193 Menlo Township,24,1,1,0,19
THOMAS,193 North Randall Township,32,2,0,0,19
THOMAS,193 Rovohl Township,52,16,4,0,17
THOMAS,193 Smith Township,61,11,3,0,18
THOMAS,193 South Randall Township,72,27,2,0,17
THOMAS,193 Summers Township,78,12,2,0,18
THOMAS,193 Wendell Township,23,10,1,0,16
THOMAS,193 West Hale Township,93,29,5,0,17
THOMAS,193 West Morgan Township,130,53,4,0,16
TREGO,195 Collyer City,24,10,3,0,16
TREGO,195 Collyer Township,53,20,4,0,16
TREGO,195 Franklin Township,12,6,0,0,16
TREGO,195 Glencoe Township,31,4,0,0,18
TREGO,195 Ogallah Township,46,31,3,0,15
TREGO,195 Riverside Township,25,14,1,0,16
TREGO,195 WaKeeney City Central Precinct,153,72,12,0,16
TREGO,195 WaKeeney City East Precinct,136,59,11,0,16
TREGO,195 WaKeeney City West Precinct,144,94,10,0,15
TREGO,195 WaKeeney Township,119,60,5,0,16
TREGO,195 Wilcox Township,21,6,2,0,17
WABAUNSEE,197 Alma Township,195,154,147,0,13
WABAUNSEE,197 Chalk Township,12,3,3,0,16
WABAUNSEE,197 Farmer Township,29,14,17,0,14
WABAUNSEE,197 Garfield Township,117,71,38,0,15
WABAUNSEE,197 Harveyville Township,101,102,38,0,24
WABAUNSEE,197 Hessdale Township,54,43,13,0,14
WABAUNSEE,197 Kaw Township,75,18,14,0,17
WABAUNSEE,197 Keene Township,113,90,22,0,15
WABAUNSEE,197 Maple Hill Township,258,149,49,0,15
WABAUNSEE,197 McFarland Township,50,27,36,0,14
WABAUNSEE,197 Paxico Township,205,71,68,0,15
WABAUNSEE,197 Wabaunsee Township S17,111,76,22,0,15
WABAUNSEE,197 Wabaunsee Township S18,5,5,2,0,0
WABAUNSEE,197 Washington Township,26,12,8,0,15
WABAUNSEE,197 Wilmington Township,92,77,38,0,14
WALLACE,199 Harrison Township,32,0,1,0,19
WALLACE,199 Sharon Springs Precinct 1,102,29,9,0,17
WALLACE,199 Sharon Springs Precinct 2,205,43,11,0,17
WALLACE,199 Wallace Township,55,6,2,0,18
WALLACE,199 Weskan Township,116,15,4,0,18
WASHINGTON,201 Barnes Township,48,27,1,0,16
WASHINGTON,201 Brantford Township,34,4,0,0,18
WASHINGTON,201 Charleston Township,28,6,0,0,18
WASHINGTON,201 Clifton Township,107,48,7,0,16
WASHINGTON,201 Coleman Township,19,6,0,0,17
WASHINGTON,201 Farmington Township,43,25,3,0,16
WASHINGTON,201 Franklin Township,33,12,1,0,17
WASHINGTON,201 Grant Township,12,2,1,0,18
WASHINGTON,201 Greenleaf Township,85,42,6,0,16
WASHINGTON,201 Haddam Township,42,19,7,0,16
WASHINGTON,201 Hanover Township,241,100,14,0,16
WASHINGTON,201 Highland Township,12,1,0,0,19
WASHINGTON,201 Independence Township,47,6,2,0,18
WASHINGTON,201 Kimeo Township,21,7,0,0,17
WASHINGTON,201 Lincoln Township,19,1,2,0,18
WASHINGTON,201 Linn Township,135,48,9,0,17
WASHINGTON,201 Little Blue Township,19,14,2,0,15
WASHINGTON,201 Logan Township,35,13,3,0,16
WASHINGTON,201 Lowe Township,18,2,0,0,19
WASHINGTON,201 Mill Creek Township,57,24,4,0,16
WASHINGTON,201 Sheridan Township,31,8,3,0,17
WASHINGTON,201 Sherman Township,80,22,1,0,17
WASHINGTON,201 Strawberry Township,39,7,3,0,17
WASHINGTON,201 Union Township,19,12,0,0,16
WASHINGTON,201 Washington City,244,160,30,0,15
WASHINGTON,201 Washington City Exclave,0,0,0,0,0
WASHINGTON,201 Washington Township,79,25,4,0,17
WASHINGTON,201 Washington Township Rural Enclave,0,0,0,0,0
WASHINGTON,201 Washington Township Rural Enclave B,0,0,0,0,0
WICHITA,203 Leoti Precinct 1,178,50,14,0,17
WICHITA,203 Leoti Precinct 2,247,55,10,0,17
WICHITA,203 Leoti Precinct 3,171,31,7,0,18
WILSON,205 Cedar Township,116,23,13,0,17
WILSON,205 Center Township,121,72,3,0,16
WILSON,205 Chetopa Township,58,7,1,0,18
WILSON,205 Clifton Township,63,22,5,0,17
WILSON,205 Colfax Township,94,57,4,0,16
WILSON,205 Duck Creek Township,28,5,0,0,18
WILSON,205 Fall River Township,106,14,9,0,18
WILSON,205 Fredonia Ward 1,79,67,6,0,15
WILSON,205 Fredonia Ward 2,43,19,2,0,16
WILSON,205 Fredonia Ward 3,55,18,4,0,17
WILSON,205 Fredonia Ward 3 Exclave,0,0,0,0,0
WILSON,205 Fredonia Ward 4,200,123,14,0,15
WILSON,205 Guilford Township,44,10,0,0,18
WILSON,205 Neodesha Township,126,53,2,0,16
WILSON,205 Neodesha Ward 1,84,45,12,0,15
WILSON,205 Neodesha Ward 1 Exclave,0,0,0,0,0
WILSON,205 Neodesha Ward 1 Exclave 2,0,0,0,0,0
WILSON,205 Neodesha Ward 2,71,44,7,0,15
WILSON,205 Neodesha Ward 3,59,31,3,0,16
WILSON,205 Neodesha Ward 3 Exclave 1,0,0,0,0,0
WILSON,205 Neodesha Ward 3 Exclave 2,0,0,0,0,0
WILSON,205 Neodesha Ward 4,143,92,3,0,16
WILSON,205 Neodesha Ward 4 Exclave,0,0,0,0,0
WILSON,205 Newark Township,55,20,3,0,17
WILSON,205 Pleasant Valley Township,39,27,3,0,15
WILSON,205 Prairie Township,33,7,2,0,17
WILSON,205 Talleyrand Township,38,11,1,0,17
WILSON,205 Verdigris Township,40,26,9,0,15
WILSON,205 Webster Township,8,13,0,0,26
WOODSON,207 Center Township,153,62,4,0,16
WOODSON,207 Liberty Township,33,31,5,0,14
WOODSON,207 Neosho Falls Township,14,15,0,0,25
WOODSON,207 North Township,25,9,1,0,17
WOODSON,207 Perry Township,25,15,1,0,16
WOODSON,207 Piqua Township,46,23,3,0,16
WOODSON,207 Toronto Township,95,71,12,0,15
WOODSON,207 Yates Center Ward 1,109,97,12,0,15
WOODSON,207 Yates Center Ward 1 Exclave,0,0,0,0,0
WOODSON,207 Yates Center Ward 2,113,95,9,0,15
WOODSON,207 Yates Center Ward 2 Exclave,0,0,0,0,0
Johnson,091 Aubry Twp 0-01,68,40,2,0,16
Johnson,091 Aubry Twp 0-02,386,174,19,0,16
Johnson,091 Aubry Twp 0-03,194,115,16,0,15
Johnson,091 Aubry Twp 0-04,453,254,20,0,16
Johnson,091 Aubry Twp 0-05,7,4,2,0,15
Johnson,091 Aubry Twp 0-06,58,24,6,0,16
Johnson,091 De Soto 0-01,352,245,38,0,15
Johnson,091 De Soto 0-02,178,195,15,0,25
Johnson,091 De Soto 0-03,367,255,17,0,15
Johnson,091 De Soto 0-04,0,0,0,0,0
Johnson,091 De Soto 0-05,0,0,0,0,0
Johnson,091 De Soto 0-06,26,17,5,0,15
Johnson,091 De Soto 0-07,0,2,0,0,29
Johnson,091 De Soto 0-08,0,0,0,0,0
Johnson,091 Edgerton,0,0,0,0,0
Johnson,091 Edgerton 0-01,240,142,17,0,16
Johnson,091 Edgerton 0-02,0,0,0,0,0
Johnson,091 Edgerton 0-03,0,0,0,0,0
Johnson,091 Edgerton 0-04,0,0,0,0,0
Johnson,091 Edgerton 0-05,0,0,0,0,0
Johnson,091 Edgerton 0-06,0,0,0,0,0
Johnson,091 Edgerton 0-07,0,0,0,0,0
Johnson,091 Edgerton 0-08,0,0,0,0,0
Johnson,091 Edgerton 0-09,0,0,0,0,0
Johnson,091 Fairway 1-01,102,181,4,0,26
Johnson,091 Fairway 1-02,81,126,3,0,26
Johnson,091 Fairway 2-01,85,137,2,0,26
Johnson,091 Fairway 2-02,93,131,3,0,25
Johnson,091 Fairway 3-01,121,191,2,0,26
Johnson,091 Fairway 3-02,107,134,2,0,25
Johnson,091 Fairway 4-01,20,65,7,0,27
Johnson,091 Fairway 4-02,33,87,2,0,27
Johnson,091 Fairway 4-03,32,51,2,0,26
Johnson,091 Fairway 4-04,35,84,3,0,26
Johnson,091 Gardner 0-01,441,318,28,0,15
Johnson,091 Gardner 0-02,52,57,6,0,24
Johnson,091 Gardner 0-03,245,201,40,0,15
Johnson,091 Gardner 0-04,248,216,23,0,15
Johnson,091 Gardner 0-05,0,0,0,0,0
Johnson,091 Gardner 0-06,333,217,27,0,15
Johnson,091 Gardner 0-07,5,8,1,0,25
Johnson,091 Gardner 0-08,33,14,0,0,17
Johnson,091 Gardner 0-09,351,289,25,0,15
Johnson,091 Gardner 0-10,239,168,19,0,15
Johnson,091 Gardner 0-11,0,0,0,0,0
Johnson,091 Gardner 0-12,4,8,2,0,25
Johnson,091 Gardner 0-13,235,225,18,0,14
Johnson,091 Gardner 0-14,215,170,18,0,15
Johnson,091 Gardner 0-15,0,0,0,0,0
Johnson,091 Gardner 0-16,0,0,0,0,0
Johnson,091 Gardner 7,0,0,0,0,0
Johnson,091 Gardner Twp 0-01,177,123,11,0,15
Johnson,091 Gardner Twp 0-02,208,124,15,0,15
Johnson,091 Gardner Twp 0-03,0,0,0,0,0
Johnson,091 Gardner Twp 0-04,2,0,0,0,19
Johnson,091 Gardner Twp 0-05,5,1,0,0,18
Johnson,091 Gardner Twp 0-06,0,0,0,0,0
Johnson,091 Gardner Twp 0-07,2,1,1,0,15
Johnson,091 Gardner Twp 0-08,1,4,0,0,28
Johnson,091 Gardner Twp 0-09,0,0,0,0,0
Johnson,091 Gardner Twp 0-10,0,0,0,0,0
Johnson,091 Gardner Twp 0-11,50,33,3,0,15
Johnson,091 Gardner Twp 0-12,0,0,0,0,0
Johnson,091 Gardner Twp 0-13,1,0,1,0,0
Johnson,091 Lake Quivira,0,0,0,0,0
Johnson,091 Lake Quivira 0-01,284,245,10,0,15
Johnson,091 Leawood 1-01,169,324,9,0,26
Johnson,091 Leawood 1-02,359,441,17,0,25
Johnson,091 Leawood 1-03,319,342,11,0,25
Johnson,091 Leawood 1-04,244,294,7,0,25
Johnson,091 Leawood 1-05,219,243,11,0,25
Johnson,091 Leawood 1-06,46,78,4,0,26
Johnson,091 Leawood 2-01,273,347,7,0,25
Johnson,091 Leawood 2-02,313,402,25,0,25
Johnson,091 Leawood 2-03,366,352,15,0,14
Johnson,091 Leawood 2-04,486,270,3,0,16
Johnson,091 Leawood 2-05,220,198,7,0,15
Johnson,091 Leawood 2-06,175,135,7,0,15
Johnson,091 Leawood 3-01,198,218,2,0,25
Johnson,091 Leawood 3-02,353,332,14,0,15
Johnson,091 Leawood 3-03,241,187,9,0,15
Johnson,091 Leawood 3-04,98,91,0,0,15
Johnson,091 Leawood 3-05,479,318,10,0,15
Johnson,091 Leawood 3-06,512,284,15,0,16
Johnson,091 Leawood 3-07,331,271,11,0,15
Johnson,091 Leawood 4-01,133,74,2,0,16
Johnson,091 Leawood 4-02,347,256,10,0,15
Johnson,091 Leawood 4-03,301,275,7,0,15
Johnson,091 Leawood 4-04,369,306,6,0,15
Johnson,091 Leawood 4-05,3,358,321,0,25
Johnson,091 Leawood 4-06,0,355,156,0,26
Johnson,091 Leawood 4-07,3,551,305,0,26
Johnson,091 Leawood 4-08,1,247,149,0,26
Johnson,091 Lenexa 1-01,181,174,14,0,14
Johnson,091 Lenexa 1-02,335,403,13,0,25
Johnson,091 Lenexa 1-03,381,474,21,0,25
Johnson,091 Lenexa 1-04,262,273,12,0,24
Johnson,091 Lenexa 1-05,287,300,25,0,24
Johnson,091 Lenexa 1-06,380,341,10,0,15
Johnson,091 Lenexa 1-07,169,202,18,0,25
Johnson,091 Lenexa 1-08,78,84,7,0,24
Johnson,091 Lenexa 1-09,6,6,0,0,0
Johnson,091 Lenexa 2-01,535,381,25,0,15
Johnson,091 Lenexa 2-02,222,116,7,0,16
Johnson,091 Lenexa 2-03,471,295,10,0,16
Johnson,091 Lenexa 2-04,528,241,9,0,16
Johnson,091 Lenexa 2-05,211,285,20,0,25
Johnson,091 Lenexa 2-06,343,193,5,0,16
Johnson,091 Lenexa 2-07,472,396,24,0,15
Johnson,091 Lenexa 3-01,185,246,20,0,25
Johnson,091 Lenexa 3-02,270,459,23,0,26
Johnson,091 Lenexa 3-03,415,456,17,0,25
Johnson,091 Lenexa 3-04,296,257,7,0,15
Johnson,091 Lenexa 3-05,125,198,15,0,25
Johnson,091 Lenexa 3-06,228,270,7,0,25
Johnson,091 Lenexa 3-07,321,340,19,0,25
Johnson,091 Lenexa 3-08,329,355,15,0,25
Johnson,091 Lenexa 4-01,130,166,8,0,25
Johnson,091 Lenexa 4-02,285,300,16,0,24
Johnson,091 Lenexa 4-03,93,140,11,0,25
Johnson,091 Lenexa 4-04,140,133,10,0,14
Johnson,091 Lenexa 4-05,104,141,10,0,25
Johnson,091 Lenexa 4-06,186,190,23,0,24
Johnson,091 Lenexa 4-07,244,241,21,0,14
Johnson,091 Lenexa 4-08,248,346,11,0,25
Johnson,091 Lenexa 4-09,231,266,25,0,25
Johnson,091 Lenexa 4-10,118,148,8,0,25
Johnson,091 Lenexa 4-11,30,45,3,0,25
Johnson,091 Lexexa 1-09,0,0,0,0,0
Johnson,091 Lexington Twp 0-01,378,221,13,0,16
Johnson,091 Lexington Twp 0-02,1,0,2,0,36
Johnson,091 Lexington Twp 0-03,1,0,1,0,0
Johnson,091 Lexington Twp 0-04,0,0,0,0,0
Johnson,091 Lexington Twp 0-05,0,0,0,0,0
Johnson,091 McCamish Twp 0-01,107,36,4,0,17
Johnson,091 McCamish Twp 0-02,196,89,5,0,16
Johnson,091 McCamish Twp 0-03,0,0,0,0,0
Johnson,091 Merriam 1-01,134,185,10,0,25
Johnson,091 Merriam 1-02,147,233,18,0,25
Johnson,091 Merriam 2-01,216,292,23,0,25
Johnson,091 Merriam 2-02,0,1,0,0,29
Johnson,091 Merriam 2-03,101,159,11,0,25
Johnson,091 Merriam 3-01,156,257,10,0,26
Johnson,091 Merriam 3-02,154,245,18,0,25
Johnson,091 Merriam 4-01,223,299,25,0,25
Johnson,091 Merriam 4-02,94,141,5,0,25
Johnson,091 Merriam 4-03,108,196,13,0,26
Johnson,091 Mission 1-01,179,301,20,0,26
Johnson,091 Mission 1-02,63,171,12,0,26
Johnson,091 Mission 2-01,95,187,12,0,26
Johnson,091 Mission 2-02,146,270,9,0,26
Johnson,091 Mission 3-01,148,266,16,0,26
Johnson,091 Mission 3-02,85,157,13,0,26
Johnson,091 Mission 4-01,98,217,8,0,26
Johnson,091 Mission 4-02,168,316,12,0,26
Johnson,091 Mission 4-03,87,149,15,0,25
Johnson,091 Mission Hills 0-01,241,177,0,0,15
Johnson,091 Mission Hills 0-02,248,300,6,0,25
Johnson,091 Mission Hills 0-03,182,156,2,0,15
Johnson,091 Mission Hills 0-04,292,294,3,0,24
Johnson,091 Mission Woods,0,0,0,0,0
Johnson,091 Mission Woods 0-01,36,60,1,0,26
Johnson,091 Olathe 1-01,279,249,25,0,15
Johnson,091 Olathe 1-02,177,167,24,0,14
Johnson,091 Olathe 1-03,149,125,6,0,15
Johnson,091 Olathe 1-04,266,241,27,0,14
Johnson,091 Olathe 1-05,322,238,17,0,15
Johnson,091 Olathe 1-06,213,135,13,0,15
Johnson,091 Olathe 1-07,0,0,0,0,0
Johnson,091 Olathe 1-08,305,281,34,0,14
Johnson,091 Olathe 1-09,332,223,17,0,15
Johnson,091 Olathe 1-11,55,44,6,0,15
Johnson,091 Olathe 1-12,0,0,0,0,0
Johnson,091 Olathe 1-13,0,0,0,0,0
Johnson,091 Olathe 1-14,300,204,11,0,15
Johnson,091 Olathe 1-15,266,207,17,0,15
Johnson,091 Olathe 1-16,366,248,20,0,15
Johnson,091 Olathe 1-17,100,55,3,0,16
Johnson,091 Olathe 1-18,90,75,9,0,15
Johnson,091 Olathe 1-19,129,104,10,0,15
