county,name,rep_votes,dem_votes,lib_votes,ind_votes,win_code
Johnson,091 Olathe 1-20,184,187,23,0,24
Johnson,091 Olathe 1-21,325,290,26,0,15
Johnson,091 Olathe 1-22,548,354,27,0,15
Johnson,091 Olathe 1-23,1,0,0,0,19
Johnson,091 Olathe 1-24,80,67,8,0,15
Johnson,091 Olathe 1-26,0,2,0,0,29
Johnson,091 Olathe 1-27,194,181,25,0,14
Johnson,091 Olathe 2-01,122,102,6,0,15
Johnson,091 Olathe 2-02,173,181,12,0,24
Johnson,091 Olathe 2-03,217,172,16,0,15
Johnson,091 Olathe 2-04,213,216,22,0,24
Johnson,091 Olathe 2-05,802,458,19,0,16
Johnson,091 Olathe 2-06,392,244,14,0,16
Johnson,091 Olathe 2-07,430,337,25,0,15
Johnson,091 Olathe 2-08,279,250,35,0,14
Johnson,091 Olathe 2-09,134,114,7,0,15
Johnson,091 Olathe 2-10,523,498,31,0,14
Johnson,091 Olathe 2-11,377,339,33,0,15
Johnson,091 Olathe 2-12,233,192,10,0,15
Johnson,091 Olathe 2-13,195,222,25,0,25
Johnson,091 Olathe 2-14,230,177,15,0,15
Johnson,091 Olathe 2-15,252,158,18,0,15
Johnson,091 Olathe 2-16,51,92,8,0,26
Johnson,091 Olathe 2-17,0,1,0,0,29
Johnson,091 Olathe 2-18,0,0,0,0,0
Johnson,091 Olathe 2-19,5,1,0,0,18
Johnson,091 Olathe 2-21,0,0,0,0,0
Johnson,091 Olathe 2-22,461,391,28,0,15
Johnson,091 Olathe 2-23,284,261,17,0,15
Johnson,091 Olathe 3-01,110,109,9,0,14
Johnson,091 Olathe 3-02,365,295,33,0,15
Johnson,091 Olathe 3-03,210,129,7,0,16
Johnson,091 Olathe 3-04,327,237,22,0,15
Johnson,091 Olathe 3-05,382,220,15,0,16
Johnson,091 Olathe 3-06,265,176,5,0,15
Johnson,091 Olathe 3-07,235,188,15,0,15
Johnson,091 Olathe 3-08,361,273,24,0,15
Johnson,091 Olathe 3-09,199,118,6,0,16
Johnson,091 Olathe 3-10,362,262,17,0,15
Johnson,091 Olathe 3-11,215,194,15,0,15
Johnson,091 Olathe 3-12,307,255,15,0,15
Johnson,091 Olathe 3-13,356,270,15,0,15
Johnson,091 Olathe 3-15,226,186,15,0,15
Johnson,091 Olathe 3-16,257,198,8,0,15
Johnson,091 Olathe 3-17,371,241,21,0,15
Johnson,091 Olathe 3-18,344,225,8,0,15
Johnson,091 Olathe 3-19,235,128,9,0,16
Johnson,091 Olathe 3-20,225,169,18,0,15
Johnson,091 Olathe 3-21,258,135,11,0,16
Johnson,091 Olathe 3-22,309,213,16,0,15
Johnson,091 Olathe 3-23,247,218,21,0,15
Johnson,091 Olathe 3-24,151,132,3,0,15
Johnson,091 Olathe 3-25,0,0,0,0,0
Johnson,091 Olathe 3-26,27,23,2,0,15
Johnson,091 Olathe 4-01,208,205,28,0,14
Johnson,091 Olathe 4-02,428,373,30,0,15
Johnson,091 Olathe 4-03,110,136,15,0,25
Johnson,091 Olathe 4-04,134,146,13,0,24
Johnson,091 Olathe 4-05,302,272,14,0,15
Johnson,091 Olathe 4-06,359,331,26,0,15
Johnson,091 Olathe 4-07,305,279,29,0,14
Johnson,091 Olathe 4-08,282,233,8,0,15
Johnson,091 Olathe 4-09,389,318,21,0,15
Johnson,091 Olathe 4-10,192,197,6,0,24
Johnson,091 Olathe 4-11,102,134,16,0,25
Johnson,091 Olathe 4-12,364,284,15,0,15
Johnson,091 Olathe 4-13,155,153,12,0,14
Johnson,091 Olathe 4-14,349,339,15,0,14
Johnson,091 Olathe 4-15,14,17,4,0,24
Johnson,091 Olathe 4-16,91,97,12,0,24
Johnson,091 Olathe 4-17,1,2,0,0,26
Johnson,091 Olathe Twp 0-01,148,115,9,0,15
Johnson,091 Olathe Twp 0-02,34,17,1,0,16
Johnson,091 Olathe Twp 0-03,19,20,1,0,25
Johnson,091 Olathe Twp 0-04,1,1,0,0,0
Johnson,091 Olathe Twp 0-05,2,0,0,0,19
Johnson,091 Olathe Twp 0-06,0,0,0,0,0
Johnson,091 Olathe Twp 0-07,1,0,0,0,19
Johnson,091 Olathe Twp 0-08,4,2,0,0,16
Johnson,091 Olathe Twp 0-09,0,0,0,0,0
Johnson,091 Olathe Twp 0-10,5,6,0,0,25
Johnson,091 Olathe Twp 0-11,3,1,0,0,17
Johnson,091 Olathe Twp 0-14,1,0,0,0,19
Johnson,091 Olathe Twp 0-24,1,1,1,0,0
Johnson,091 Olathe Twp 0-25,6,1,1,0,17
Johnson,091 Olathe Twp 0-26,3,0,0,0,19
Johnson,091 Olathe Twp 0-32,18,5,0,0,17
Johnson,091 Overland Park 1-01,175,296,17,0,26
Johnson,091 Overland Park 1-02,181,302,18,0,26
Johnson,091 Overland Park 1-03,195,279,16,0,25
Johnson,091 Overland Park 1-04,75,87,8,0,25
Johnson,091 Overland Park 1-05,118,205,14,0,26
Johnson,091 Overland Park 1-06,252,378,20,0,25
Johnson,091 Overland Park 1-07,251,334,26,0,25
Johnson,091 Overland Park 1-08,161,223,21,0,25
Johnson,091 Overland Park 1-09,105,157,15,0,25
Johnson,091 Overland Park 1-10,213,307,25,0,25
Johnson,091 Overland Park 1-11,58,79,3,0,25
Johnson,091 Overland Park 1-12,170,255,18,0,25
Johnson,091 Overland Park 1-13,149,186,14,0,25
Johnson,091 Overland Park 1-14,169,311,22,0,26
Johnson,091 Overland Park 1-15,94,139,7,0,25
Johnson,091 Overland Park 1-16,184,368,33,0,26
Johnson,091 Overland Park 1-17,88,156,14,0,26
Johnson,091 Overland Park 1-18,170,318,14,0,26
Johnson,091 Overland Park 1-19,149,211,15,0,25
Johnson,091 Overland Park 1-20,112,179,9,0,25
Johnson,091 Overland Park 1-21,74,75,4,0,24
Johnson,091 Overland Park 1-22,37,70,7,0,26
Johnson,091 Overland Park 2-01,180,245,20,0,25
Johnson,091 Overland Park 2-02,175,312,9,0,26
Johnson,091 Overland Park 2-03,166,257,14,0,25
Johnson,091 Overland Park 2-04,220,282,20,0,25
Johnson,091 Overland Park 2-05,167,256,18,0,25
Johnson,091 Overland Park 2-06,200,245,14,0,25
Johnson,091 Overland Park 2-07,172,203,9,0,25
Johnson,091 Overland Park 2-08,90,157,6,0,26
Johnson,091 Overland Park 2-09,173,209,9,0,25
Johnson,091 Overland Park 2-10,177,127,12,0,15
Johnson,091 Overland Park 2-11,186,255,15,0,25
Johnson,091 Overland Park 2-12,144,183,11,0,25
Johnson,091 Overland Park 2-13,87,113,13,0,25
Johnson,091 Overland Park 2-14,135,195,6,0,25
Johnson,091 Overland Park 2-15,282,378,20,0,25
Johnson,091 Overland Park 2-16,161,226,15,0,25
Johnson,091 Overland Park 2-17,276,295,14,0,25
Johnson,091 Overland Park 2-18,233,338,25,0,25
Johnson,091 Overland Park 2-19,158,227,10,0,25
Johnson,091 Overland Park 2-20,172,207,5,0,25
Johnson,091 Overland Park 2-21,162,242,3,0,25
Johnson,091 Overland Park 2-22,165,269,8,0,26
Johnson,091 Overland Park 2-23,225,252,7,0,25
Johnson,091 Overland Park 2-24,319,398,15,0,25
Johnson,091 Overland Park 2-25,264,318,10,0,25
Johnson,091 Overland Park 2-26,92,120,7,0,25
Johnson,091 Overland Park 3-01,415,352,18,0,15
Johnson,091 Overland Park 3-02,204,269,17,0,25
Johnson,091 Overland Park 3-03,251,251,8,0,0
Johnson,091 Overland Park 3-04,264,341,21,0,25
Johnson,091 Overland Park 3-05,256,312,18,0,25
Johnson,091 Overland Park 3-06,304,359,19,0,25
Johnson,091 Overland Park 3-07,150,242,18,0,25
Johnson,091 Overland Park 3-08,258,263,24,0,24
Johnson,091 Overland Park 3-09,326,397,20,0,25
Johnson,091 Overland Park 3-10,211,198,7,0,15
Johnson,091 Overland Park 3-11,268,241,13,0,15
Johnson,091 Overland Park 3-12,125,198,17,0,25
Johnson,091 Overland Park 3-13,404,417,17,0,24
Johnson,091 Overland Park 3-14,260,325,18,0,25
Johnson,091 Overland Park 3-15,201,172,10,0,15
Johnson,091 Overland Park 3-16,213,300,21,0,25
Johnson,091 Overland Park 3-17,195,241,6,0,25
Johnson,091 Overland Park 3-18,183,248,19,0,25
Johnson,091 Overland Park 3-19,245,250,23,0,24
Johnson,091 Overland Park 3-20,307,339,19,0,25
Johnson,091 Overland Park 3-21,257,260,13,0,24
Johnson,091 Overland Park 4-01,222,162,6,0,15
Johnson,091 Overland Park 4-02,367,226,9,0,16
Johnson,091 Overland Park 4-03,477,248,8,0,16
Johnson,091 Overland Park 4-04,466,351,21,0,15
Johnson,091 Overland Park 4-05,302,283,12,0,15
Johnson,091 Overland Park 4-06,253,240,14,0,14
Johnson,091 Overland Park 4-07,170,229,6,0,25
Johnson,091 Overland Park 4-08,309,276,17,0,15
Johnson,091 Overland Park 4-09,376,193,10,0,16
Johnson,091 Overland Park 4-10,237,164,8,0,15
Johnson,091 Overland Park 4-11,359,336,9,0,15
Johnson,091 Overland Park 4-12,488,415,17,0,15
Johnson,091 Overland Park 4-13,280,143,13,0,16
Johnson,091 Overland Park 4-14,228,137,8,0,16
Johnson,091 Overland Park 4-15,403,346,20,0,15
Johnson,091 Overland Park 4-16,336,200,13,0,16
Johnson,091 Overland Park 4-17,373,322,16,0,15
Johnson,091 Overland Park 4-18,45,53,4,0,25
Johnson,091 Overland Park 5-01,318,301,11,0,15
Johnson,091 Overland Park 5-02,141,154,8,0,25
Johnson,091 Overland Park 5-03,318,263,8,0,15
Johnson,091 Overland Park 5-04,249,277,24,0,25
Johnson,091 Overland Park 5-05,174,246,6,0,25
Johnson,091 Overland Park 5-06,249,215,13,0,15
Johnson,091 Overland Park 5-07,494,234,12,0,16
Johnson,091 Overland Park 5-08,466,350,22,0,15
Johnson,091 Overland Park 5-09,416,395,11,0,15
Johnson,091 Overland Park 5-10,310,276,22,0,15
Johnson,091 Overland Park 5-11,343,383,10,0,25
Johnson,091 Overland Park 5-12,80,75,2,0,15
Johnson,091 Overland Park 5-13,378,418,18,0,25
Johnson,091 Overland Park 5-14,320,296,8,0,15
Johnson,091 Overland Park 5-15,195,231,12,0,25
Johnson,091 Overland Park 5-16,199,173,4,0,15
Johnson,091 Overland Park 5-17,101,123,4,0,25
Johnson,091 Overland Park 5-18,227,240,16,0,24
Johnson,091 Overland Park 5-19,30,22,0,0,15
Johnson,091 Overland Park 6-01,397,297,9,0,15
Johnson,091 Overland Park 6-02,328,224,5,0,15
Johnson,091 Overland Park 6-03,366,247,9,0,15
Johnson,091 Overland Park 6-04,352,230,9,0,15
Johnson,091 Overland Park 6-05,374,304,18,0,15
Johnson,091 Overland Park 6-06,1,0,0,0,19
Johnson,091 Overland Park 6-07,119,68,4,0,16
Johnson,091 Overland Park 6-08,640,289,17,0,16
Johnson,091 Overland Park 6-09,459,354,15,0,15
Johnson,091 Overland Park 6-10,299,219,20,0,15
Johnson,091 Overland Park 6-11,311,227,10,0,15
Johnson,091 Overland Park 6-12,136,111,8,0,15
Johnson,091 Overland Park 6-13,415,286,27,0,15
Johnson,091 Overland Park 6-14,0,0,0,0,0
Johnson,091 Overland Park 6-15,414,279,22,0,15
Johnson,091 Overland Park 6-16,252,150,8,0,16
Johnson,091 Overland Park 6-17,79,53,5,0,15
Johnson,091 Overland Park 6-18,2,1,0,0,16
Johnson,091 Overland Park 6-19,364,333,25,0,15
Johnson,091 Overland Park 6-20,238,90,3,0,17
Johnson,091 Overland Park 6-21,607,271,25,0,16
Johnson,091 Overland Park 6-22,209,118,10,0,16
Johnson,091 Oxford Twp 0-01,1,2,0,0,26
Johnson,091 Oxford Twp 0-02,292,146,15,0,16
Johnson,091 Oxford Twp 0-04,194,143,12,0,15
Johnson,091 Oxford Twp 0-05,10,0,0,0,19
Johnson,091 Oxford Twp 0-08,0,0,0,0,0
Johnson,091 Oxford Twp 0-09,14,6,0,0,17
Johnson,091 Oxford Twp 0-10,2,0,0,0,19
Johnson,091 Oxford Twp 0-11,66,23,2,0,17
Johnson,091 Prairie Village 1-01,251,457,7,0,26
Johnson,091 Prairie Village 1-02,158,326,7,0,26
Johnson,091 Prairie Village 1-03,227,463,9,0,26
Johnson,091 Prairie Village 2-01,181,376,11,0,26
Johnson,091 Prairie Village 2-02,97,159,10,0,25
Johnson,091 Prairie Village 2-03,157,327,13,0,26
Johnson,091 Prairie Village 3-01,150,243,10,0,26
Johnson,091 Prairie Village 3-02,215,361,13,0,26
Johnson,091 Prairie Village 3-03,194,341,8,0,26
Johnson,091 Prairie Village 4-01,302,365,16,0,25
Johnson,091 Prairie Village 4-02,152,254,12,0,26
Johnson,091 Prairie Village 4-03,240,422,12,0,26
Johnson,091 Prairie Village 5-01,228,417,5,0,26
Johnson,091 Prairie Village 5-02,299,378,11,0,25
Johnson,091 Prairie Village 5-03,247,279,13,0,25
Johnson,091 Prairie Village 6-01,263,394,14,0,25
Johnson,091 Prairie Village 6-02,161,361,21,0,26
Johnson,091 Prairie Village 6-03,127,198,16,0,25
Johnson,091 Roeland Park 1-01,75,149,6,0,26
Johnson,091 Roeland Park 1-02,49,130,7,0,26
Johnson,091 Roeland Park 2-01,82,177,10,0,26
Johnson,091 Roeland Park 2-02,138,227,6,0,26
Johnson,091 Roeland Park 3-01,45,169,11,0,27
Johnson,091 Roeland Park 3-02,125,318,16,0,26
Johnson,091 Roeland Park 4-01,81,120,5,0,25
Johnson,091 Roeland Park 4-02,229,383,20,0,26
Johnson,091 Shawnee 1-01,279,339,22,0,25
Johnson,091 Shawnee 1-02,220,255,10,0,25
Johnson,091 Shawnee 1-03,189,241,19,0,25
Johnson,091 Shawnee 1-04,397,356,12,0,15
Johnson,091 Shawnee 1-05,383,416,23,0,25
Johnson,091 Shawnee 1-06,374,270,15,0,15
Johnson,091 Shawnee 1-07,311,322,20,0,24
Johnson,091 Shawnee 1-08,347,304,22,0,15
Johnson,091 Shawnee 1-09,56,56,1,0,0
Johnson,091 Shawnee 1-10,126,105,8,0,15
Johnson,091 Shawnee 1-11,209,196,16,0,14
Johnson,091 Shawnee 1-12,4,3,0,0,15
Johnson,091 Shawnee 2-01,135,123,19,0,14
Johnson,091 Shawnee 2-02,258,257,20,0,14
Johnson,091 Shawnee 2-03,164,221,16,0,25
Johnson,091 Shawnee 2-04,271,344,25,0,25
Johnson,091 Shawnee 2-05,143,149,10,0,24
Johnson,091 Shawnee 2-06,231,195,11,0,15
Johnson,091 Shawnee 2-07,150,182,17,0,25
Johnson,091 Shawnee 2-08,164,162,13,0,14
Johnson,091 Shawnee 2-09,137,174,15,0,25
Johnson,091 Shawnee 2-10,137,141,13,0,24
Johnson,091 Shawnee 2-11,221,231,18,0,24
Johnson,091 Shawnee 2-12,42,73,9,0,25
Johnson,091 Shawnee 2-13,101,130,13,0,25
Johnson,091 Shawnee 3-01,242,155,8,0,15
Johnson,091 Shawnee 3-02,422,334,18,0,15
Johnson,091 Shawnee 3-03,279,283,27,0,24
Johnson,091 Shawnee 3-04,310,223,17,0,15
Johnson,091 Shawnee 3-05,468,292,23,0,15
Johnson,091 Shawnee 3-06,270,253,18,0,14
Johnson,091 Shawnee 3-07,380,303,30,0,15
Johnson,091 Shawnee 3-08,354,289,16,0,15
Johnson,091 Shawnee 3-09,228,136,17,0,15
Johnson,091 Shawnee 4-01,386,364,27,0,14
Johnson,091 Shawnee 4-02,218,200,14,0,15
Johnson,091 Shawnee 4-03,92,82,11,0,14
Johnson,091 Shawnee 4-04,73,125,12,0,25
Johnson,091 Shawnee 4-05,286,311,22,0,25
Johnson,091 Shawnee 4-06,284,237,18,0,15
Johnson,091 Shawnee 4-07,359,365,20,0,24
Johnson,091 Shawnee 4-08,151,138,6,0,15
Johnson,091 Shawnee 4-09,431,419,26,0,14
Johnson,091 Shawnee 4-11,197,235,13,0,25
Johnson,091 Shawnee 4-12,42,42,4,0,0
Johnson,091 Spring Hill 0-01,515,322,50,0,15
Johnson,091 Spring Hill 0-02,0,0,0,0,0
Johnson,091 Spring Hill 0-03,33,24,3,0,15
Johnson,091 Spring Hill 0-04,0,0,0,0,0
Johnson,091 Spring Hill Twp 0-01,400,243,27,0,15
Johnson,091 Spring Hill Twp 0-02,0,2,0,0,29
Johnson,091 Spring Hill Twp 0-03,43,24,2,0,16
Johnson,091 Spring Hill Twp 0-04,10,3,1,0,17
Johnson,091 Spring Hill Twp 0-05,2,6,0,0,27
Johnson,091 Westwood 0-01,92,245,12,0,27
Johnson,091 Westwood 0-02,114,236,2,0,26
Johnson,091 Westwood Hills 0-01,55,149,2,0,27
Wyandotte,209 BS 1-1,208,236,12,0,25
Wyandotte,209 BS 2-1,161,168,15,0,24
Wyandotte,209 BS 3-1,224,265,8,0,25
Wyandotte,209 BS 4-1,253,313,23,0,25
Wyandotte,209 DT 1-1,7,6,0,0,15
Wyandotte,209 ED 1-1,419,342,52,0,15
Wyandotte,209 ED 2-1,68,58,6,0,15
Wyandotte,209 KC 10-1,14,254,3,0,29
Wyandotte,209 KC 10-2,28,387,8,0,29
Wyandotte,209 KC 10-3,1,14,1,0,28
Wyandotte,209 KC 10-4,26,139,3,0,28
Wyandotte,209 KC 10-5,65,255,8,0,27
Wyandotte,209 KC 11-10,74,290,6,0,27
Wyandotte,209 KC 11-11,138,374,16,0,27
Wyandotte,209 KC 11-12,27,48,4,0,26
Wyandotte,209 KC 11-1,50,242,7,0,28
Wyandotte,209 KC 11-2,40,199,5,0,28
Wyandotte,209 KC 11-3,62,291,9,0,28
Wyandotte,209 KC 11-4,45,210,9,0,27
Wyandotte,209 KC 11-5,60,180,15,0,27
Wyandotte,209 KC 11-6,22,235,3,0,29
Wyandotte,209 KC 11-7,45,185,9,0,27
Wyandotte,209 KC 1-1,7,72,4,0,28
Wyandotte,209 KC 11-8,39,231,6,0,28
Wyandotte,209 KC 11-9,53,226,5,0,27
Wyandotte,209 KC 12-10,117,125,10,0,24
Wyandotte,209 KC 12-11,67,58,3,0,15
Wyandotte,209 KC 12-1,77,151,18,0,26
Wyandotte,209 KC 12-2,23,49,7,0,26
Wyandotte,209 KC 12-3,74,145,14,0,26
Wyandotte,209 KC 12-4,121,186,25,0,25
Wyandotte,209 KC 12-5,144,146,13,0,24
Wyandotte,209 KC 12-6,113,146,18,0,25
Wyandotte,209 KC 12-7,84,108,19,0,25
Wyandotte,209 KC 12-8,115,161,17,0,25
Wyandotte,209 KC 12-9,127,173,15,0,25
Wyandotte,209 KC 1-2,9,84,1,0,28
Wyandotte,209 KC 13-1,40,269,16,0,28
Wyandotte,209 KC 1-3,19,50,0,0,27
Wyandotte,209 KC 13-2,80,212,22,0,26
Wyandotte,209 KC 13-3,51,185,6,0,27
Wyandotte,209 KC 13-4,10,179,3,0,29
Wyandotte,209 KC 13-5,81,162,6,0,26
Wyandotte,209 KC 13-6,85,176,13,0,26
Wyandotte,209 KC 13-7,82,111,12,0,25
Wyandotte,209 KC 13-8,64,166,13,0,26
Wyandotte,209 KC 13-9,71,238,9,0,27
Wyandotte,209 KC 14-10,242,375,16,0,25
Wyandotte,209 KC 14-11,118,218,5,0,26
Wyandotte,209 KC 14-1,149,179,12,0,25
Wyandotte,209 KC 14-12,267,343,15,0,25
Wyandotte,209 KC 14-13,154,288,15,0,26
Wyandotte,209 KC 14-14,303,352,19,0,25
Wyandotte,209 KC 14-15,384,424,23,0,25
Wyandotte,209 KC 14-16,77,153,7,0,26
Wyandotte,209 KC 14-2,59,109,6,0,26
Wyandotte,209 KC 14-3,40,112,4,0,27
Wyandotte,209 KC 14-4,75,242,9,0,27
Wyandotte,209 KC 14-5,83,195,8,0,26
Wyandotte,209 KC 14-6,114,246,17,0,26
Wyandotte,209 KC 14-7,138,323,15,0,26
Wyandotte,209 KC 14-8,106,234,10,0,26
Wyandotte,209 KC 14-9,119,122,6,0,24
Wyandotte,209 KC 2-1,28,110,4,0,27
Wyandotte,209 KC 2-2,11,79,1,0,28
Wyandotte,209 KC 2-3,2,27,0,0,29
Wyandotte,209 KC 2-4,6,94,6,0,28
Wyandotte,209 KC 2-5,23,156,8,0,28
Wyandotte,209 KC 3-1,19,247,3,0,29
Wyandotte,209 KC 3-2,15,243,5,0,29
Wyandotte,209 KC 3-3,2,42,3,0,28
Wyandotte,209 KC 3-4,11,148,1,0,29
Wyandotte,209 KC 4-1,38,149,6,0,27
Wyandotte,209 KC 4-2,17,35,2,0,26
Wyandotte,209 KC 4-3,38,92,5,0,26
Wyandotte,209 KC 4-4,84,196,5,0,26
Wyandotte,209 KC 5-1,47,140,8,0,27
Wyandotte,209 KC 5-2,11,43,5,0,27
Wyandotte,209 KC 5-3,14,29,4,0,26
Wyandotte,209 KC 5-4,21,50,5,0,26
Wyandotte,209 KC 5-5,28,79,4,0,27
Wyandotte,209 KC 6-1,41,69,3,0,26
Wyandotte,209 KC 6-2,16,22,0,0,25
Wyandotte,209 KC 7-1,48,101,13,0,26
Wyandotte,209 KC 7-2,33,75,3,0,26
Wyandotte,209 KC 7-3,53,135,1,0,27
Wyandotte,209 KC 7-4,141,170,11,0,25
Wyandotte,209 KC 7-5,14,39,11,0,26
Wyandotte,209 KC 7-6,92,205,10,0,26
Wyandotte,209 KC 7-7,24,62,7,0,26
Wyandotte,209 KC 7-8,142,240,16,0,26
Wyandotte,209 KC 7-9,121,226,15,0,26
Wyandotte,209 KC 8-1,47,167,13,0,27
Wyandotte,209 KC 8-2,30,220,6,0,28
Wyandotte,209 KC 8-3,93,334,10,0,27
Wyandotte,209 KC 8-4,70,170,18,0,26
Wyandotte,209 KC 9-10,112,248,13,0,26
Wyandotte,209 KC 9-11,90,287,17,0,27
Wyandotte,209 KC 9-12,130,189,13,0,25
Wyandotte,209 KC 9-1,22,36,1,0,26
Wyandotte,209 KC 9-13,88,137,17,0,25
Wyandotte,209 KC 9-14,133,193,14,0,25
Wyandotte,209 KC 9-15,0,0,0,0,0
Wyandotte,209 KC 9-16,157,261,13,0,26
Wyandotte,209 KC 9-2,72,94,8,0,25
Wyandotte,209 KC 9-3,109,309,11,0,27
Wyandotte,209 KC 9-4,25,45,5,0,26
Wyandotte,209 KC 9-5,14,6,1,0,16
Wyandotte,209 KC 9-6,41,170,14,0,27
Wyandotte,209 KC 9-7,109,129,20,0,25
Wyandotte,209 KC 9-8,43,145,4,0,27
Wyandotte,209 KC 9-9,47,55,7,0,25
Wyandotte,209 QC 1-1,12,15,0,0,25
Shawnee,177 TP-41,139,203,19,0,25
Shawnee,177 WP-10-02,169,176,10,0,24
Shawnee,177 WP-10-06,111,155,7,0,25
Shawnee,177 WP-04-01,27,137,15,0,27
Shawnee,177 WP-07-07,54,131,11,0,26
Shawnee,177 WP-13-30,45,71,3,0,25
Shawnee,177 WP-10-05,83,175,11,0,26
Shawnee,177 WP-07-03,79,171,9,0,26
Shawnee,177 WP-09-10,167,326,20,0,26
Shawnee,177 WP-13-02,30,73,5,0,26
Shawnee,177 WP-08-03,87,245,13,0,27
Shawnee,177 TP-47,230,364,16,0,25
Shawnee,177 WP-06-04,60,149,12,0,26
Shawnee,177 WP-13-09,49,37,5,0,15
Shawnee,177 WP-12-15,241,308,17,0,25
Shawnee,177 WP-02-02,69,125,12,0,26
Shawnee,177 WP-11-06,97,172,16,0,26
Shawnee,177 TP-96,146,160,18,0,24
Shawnee,177 WP-01-04,81,152,12,0,26
Shawnee,177 WP-09-12,44,96,3,0,26
Shawnee,177 WP-04-03,21,100,5,0,27
Shawnee,177 TP-90,156,147,17,0,14
Shawnee,177 WP-05-03,64,120,11,0,26
Shawnee,177 WP-08-01,44,143,12,0,27
Shawnee,177 WP-04-07,23,99,2,0,27
Shawnee,177 WP-11-10,67,124,7,0,26
Shawnee,177 WP-07-02,64,170,16,0,26
Shawnee,177 WP-11-08,96,156,16,0,25
Shawnee,177 TP-10,125,215,16,0,26
Shawnee,177 TP-40,58,97,2,0,26
Shawnee,177 WP-08-06,107,151,5,0,25
Shawnee,177 WP-08-09,114,224,15,0,26
Shawnee,177 WP-02-03,67,140,8,0,26
Shawnee,177 WP-13-06,75,33,3,0,16
Shawnee,177 TP-09,187,295,17,0,25
Shawnee,177 WP-12-09,235,345,18,0,25
Shawnee,177 WP-07-11,116,234,7,0,26
Shawnee,177 TP-24,206,261,20,0,25
Shawnee,177 TP-34,66,55,5,0,15
Shawnee,177 TP-56,273,284,15,0,24
Shawnee,177 TP-82,176,153,14,0,15
Shawnee,177 WP-03-08,66,121,11,0,26
Shawnee,177 WP-13-12,257,252,16,0,14
Shawnee,177 WP-05-05,51,147,11,0,27
Shawnee,177 WP-10-09,69,131,10,0,26
Shawnee,177 TP-94,154,220,11,0,25
Shawnee,177 TP-63,74,121,13,0,25
Shawnee,177 WP-05-07,48,154,12,0,27
Shawnee,177 WP-05-04,49,155,9,0,27
Shawnee,177 WP-15-03,10,18,0,0,26
Shawnee,177 WP-08-08,61,185,5,0,27
Shawnee,177 WP-01-06,207,238,19,0,25
Shawnee,177 TP-02,181,120,15,0,15
Shawnee,177 WP-05-91,33,53,5,0,25
Shawnee,177 WP-06-06,46,98,11,0,26
Shawnee,177 TP-86,358,298,16,0,15
Shawnee,177 TP-58,261,303,21,0,25
Shawnee,177 WP-07-01,83,215,14,0,26
Shawnee,177 WP-12-03,128,197,9,0,25
Shawnee,177 WP-11-07,103,157,12,0,25
Shawnee,177 WP-10-07,94,187,17,0,26
Shawnee,177 TP-66,61,49,7,0,15
Shawnee,177 WP-15-01,155,244,16,0,25
Shawnee,177 TP-54,38,21,1,0,16
Shawnee,177 WP-04-09,40,151,10,0,27
Shawnee,177 WP-03-04,50,118,9,0,26
Shawnee,177 TP-37,135,191,15,0,25
Shawnee,177 WP-14-02,174,274,17,0,25
Shawnee,177 WP-12-11,262,330,19,0,25
Shawnee,177 WP-13-05,11,3,0,0,17
Shawnee,177 WP-09-02,59,141,10,0,26
Shawnee,177 WP-05-10,162,268,14,0,26
Shawnee,177 TP-38,162,190,25,0,25
Shawnee,177 TP-42,147,218,8,0,25
Shawnee,177 WP-12-16,217,360,12,0,26
Shawnee,177 TP-14,237,214,19,0,15
Shawnee,177 TP-22,140,140,12,0,0
Shawnee,177 WP-10-11,160,234,25,0,25
Shawnee,177 WP-10-01,94,213,12,0,26
Shawnee,177 TP-29,203,245,16,0,25
Shawnee,177 WP-09-01,17,39,3,0,26
Shawnee,177 WP-06-08,58,167,14,0,26
Shawnee,177 WP-11-01,81,122,9,0,25
Shawnee,177 TP-33,258,312,25,0,25
Shawnee,177 TP-39,0,0,0,0,0
Shawnee,177 TP-97,26,24,2,0,15
Shawnee,177 WP-02-07,15,70,8,0,27
Shawnee,177 WP-09-05,74,180,8,0,26
Shawnee,177 WP-04-11,36,58,3,0,25
Shawnee,177 WP-13-22,28,34,1,0,25
Shawnee,177 WP-03-01,64,144,10,0,26
Shawnee,177 TP-45,116,174,3,0,25
Shawnee,177 WP-12-08,145,245,11,0,26
Shawnee,177 WP-02-04,50,131,13,0,26
Shawnee,177 WP-10-10,102,180,10,0,26
Shawnee,177 WP-04-14,0,0,0,0,0
Shawnee,177 WP-12-19,50,25,0,0,16
Shawnee,177 WP-06-03,153,196,15,0,25
Shawnee,177 TP-44,182,242,11,0,25
Shawnee,177 WP-02-10,55,214,10,0,27
Shawnee,177 WP-04-02,28,136,12,0,27
Shawnee,177 WP-12-01,83,183,13,0,26
Shawnee,177 WP-10-14,100,198,6,0,26
Shawnee,177 WP-08-05,159,275,23,0,26
Shawnee,177 WP-03-02,63,180,7,0,27
Shawnee,177 WP-06-09,232,340,27,0,25
Shawnee,177 WP-09-04,106,236,9,0,26
Shawnee,177 WP-05-14,104,105,7,0,24
Shawnee,177 TP-72,172,189,25,0,24
Shawnee,177 TP-35,177,219,22,0,25
Shawnee,177 WP-14-03,142,151,8,0,25
Shawnee,177 WP-02-09,68,172,9,0,26
